ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,ALL,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML,AML
-0.301622172,0.254654398,-0.251931356,-1.350851893,-0.663166359,-0.688126277,-1.189114214,0.240876647,-1.005845054,-0.795320195,-0.398856969,0.026022083,-1.02141959,-1.31787996,-0.946394798,-0.996558581,-0.774507146,-1.553879286,-0.256107458,-1.502461447,-1.504639097,-1.788825846,-0.274134941,-1.121939739,-0.591246233,-0.512816517,-1.113076885,-0.328968062,-0.840269195,-1.081303005,-1.328002431,-1.698818719,-0.951635074,-0.7704794,-0.7526234,-0.489891089,-0.48276759,0.470949086,0.035168256,0.553347839,-0.9686387,0.446923127,0.255562497,-1.250136127,0.259378826,0.504812465,-0.615288173,0.133834488,0.196398924,-1.091771905,-0.950529689,-1.527947959,-0.494852608,-1.162788965,-1.114711551,-0.580601104,0.452758845,-0.187624177,-0.307699338,-1.408211023,-0.601326733,0.313418557,0.133124975,-0.336214372,-1.210417656,0.34235967,-0.500424016,-1.100105184,-0.786427056,0.126033473,0.170473979,0.131706151
-1.923433858,-2.182992933,-1.848533666,-1.882590193,-2.088516179,-1.937024733,-1.961707008,-1.60084046,-1.817411298,-1.63200137,-2.214535311,-2.132522095,-1.959304392,-1.6516236,-2.003090037,-1.64819498,-2.031326247,-1.962912576,-1.924552925,-1.677620352,-2.031326247,-2.021734232,-2.009668702,-1.881556931,-2.19067607,-2.162504328,-1.238317761,-2.122383069,-1.720809193,-2.11739428,-2.218636971,-2.320026228,-2.222776301,-2.248448235,-2.129118055,-2.091639757,-2.14114199,-2.119051355,-2.20644203,-1.973893235,-2.125738509,-1.906929885,-2.068693738,-2.248448235,-1.983857687,-1.982601325,-2.004398844,-2.051090845,-1.991462406,-2.058347995,-1.940479001,-1.862296071,-2.160686092,-1.850478357,-2.119051355,-2.20644203,-1.924552925,-1.912373481,-1.921202922,-1.71465973,-2.099539239,-2.062754871,-2.051090845,-2.129118055,-1.999184069,-2.053980734,-1.964121002,-1.973893235,-2.029944484,-2.090075419,-2.149923976,-1.973893235
-1.961707008,-1.804723447,-0.708316436,-2.142885205,-1.90476818,-1.850478357,-1.494358053,-1.596423985,-1.176727594,-1.70180325,-1.629343671,-1.442684839,-1.861301289,-2.034101466,-1.475300188,-2.007026806,-1.880525674,-1.79495442,-1.732518018,-1.665536021,-1.368575534,-1.4927491,-1.793196519,-2.312316012,-1.938173588,-1.877443844,-1.75503248,-1.117661479,-1.399264225,-1.739658943,-1.825724904,-1.942794775,-1.894090993,-1.90584792,-1.942794775,-1.425964726,-2.03549497,-1.742861365,-2.22070188,-1.966546496,-1.93018473,-1.512317627,-2.086962,-1.918981508,-2.090075419,-1.310375808,-1.917874343,-1.759147895,-1.820168538,-1.580286631,-1.224062631,-2.012324701,-1.88778689,-1.066283706,-1.033040224,-1.983857687,-1.767469274,-1.938173588,-1.775914873,-2.041108883,-1.803828216,-1.89940252,-1.988914703,-1.449185684,-1.865291523,-1.473736051,-1.958107313,-1.849505137,-1.288294611,-1.914566877,-1.696590211,-1.94395658
-1.533621735,0.16405583,-1.017871655,-1.376693278,-1.183783418,-0.999451345,-1.471656127,-1.160372839,-1.49650936,-1.190898674,-1.637351621,-1.176025229,-1.311205961,-1.013748524,-1.298030376,-0.76481435,-1.105271551,-1.4446786,-1.198435162,-1.01521909,-0.332310343,-1.550946213,-0.96052038,-1.146694449,-0.996558581,-1.288294611,-1.113076885,-1.219982273,-1.582742569,-1.356565395,-1.698818719,-1.711609159,-1.230034336,-1.184492247,-1.698818719,-0.985927099,-1.189827543,-1.229285474,-1.575403153,-1.252058731,-1.704803018,-0.964431633,-1.321660024,-0.876351773,-1.372172259,-1.394135281,-0.644227856,-1.443681002,-1.551531761,-0.722394609,-1.147033797,-0.642281939,-0.978806311,-1.12292995,-0.969763483,-1.374429257,-1.362323527,-1.37623991,-1.475300188,-1.134230212,-0.845033207,-1.234165463,-1.260184677,-1.364550266,-1.168685145,-0.780930119,-1.503005192,-0.98707107,-1.370821409,-1.341714463,-1.459308228,-1.565747373
0.417583136,0.147861647,-0.485732717,-0.947771294,-0.816238282,0.383105983,-1.382155917,0.127451255,-1.024089001,-0.246853322,-1.232660801,-0.118594203,0.434137596,0.145373778,-1.057017552,0.088722001,-0.532162359,0.940359392,-0.406673999,0.245041287,0.490684119,-0.037279302,0.270850755,-0.152484415,-0.660102859,-0.740312044,0.144485473,0.523876116,0.13418927,0.433171907,-1.569953773,-0.557039633,-0.04396542,0.586437265,-0.267569488,0.137915505,0.071790075,0.011075944,-0.501221197,-0.990510758,-0.077255192,-0.609138985,0.269392056,0.382727627,-0.359936453,-1.003515322,-0.260651773,-0.636028217,-0.399428116,0.159602771,-0.697737195,0.310280954,-0.242505787,-0.052413891,0.679464052,0.082722618,-0.21723351,-0.937627321,-0.102497721,-0.139868104,0.368390058,0.267569488,-0.244316698,0.561973874,-0.603223617,-0.979090189,0.338819904,-0.253746508,0.213454999,-0.580601104,-0.441683968,0.324517388
0.315080889,-0.812564228,-0.940632985,-0.031826084,0.205368369,0.338633718,0.190845839,-1.046320462,-0.038158952,-0.542928362,-0.264655224,0.136673217,0.299231205,0.111161492,0.50941081,-0.001406441,-0.140400724,0.534391705,0.517031801,0.366697249,0.496244014,0.274317482,-0.004922561,0.442459371,0.316004783,0.57043505,0.044141396,-1.106243533,0.479609458,-0.135785997,-1.112423851,0.354502211,0.262652972,0.448866666,0.463302287,0.094901175,0.459000658,0.306040811,0.205727486,0.349078417,0.593760691,0.309543139,0.018460578,0.540078442,0.296474519,0.095430984,0.30419899,0.096490682,-0.245584813,0.426423321,0.064917628,0.548232816,-0.477835111,-0.257197607,0.02144986,0.065622348,-0.117000942,0.153195897,-0.111515288,0.375926519,0.450033603,0.241781646,0.233101714,0.316189594,-1.124251946,-0.48395313,0.436456904,-1.427424032,-0.107093825,0.320813402,0.060866105,0.024263476
-0.554782638,-1.089223025,-1.259795838,-0.803548084,-1.090496579,-1.162443389,-1.276691114,-1.339555324,0.161205503,-0.236173815,-0.593760691,-0.977388101,-1.196634593,-1.047841278,-0.732013265,-0.688126277,-1.281871343,-0.161561722,-1.198435162,-1.066283706,-0.322109294,-0.945844701,-0.92622821,-1.006136654,-0.097550489,-1.314535642,-0.886462757,-0.660758801,-1.147373276,-1.07501549,-1.552704453,-0.914413961,-1.033939904,-1.166599508,-1.033340024,-1.169729872,-0.261197451,-0.941180383,-0.718747915,-0.533986172,-1.013160912,-0.905106643,-0.846793209,-1.01022808,-0.810609212,-1.100105184,-0.897453857,-1.064732996,-1.305001694,-0.960799267,-0.233463023,-0.596909054,-0.882303751,-1.086681201,-0.165659723,-0.505811195,-0.832785643,-0.382727627,-1.03214138,-0.629370591,-0.975405904,-1.166946762,-1.04147003,-0.941180383,-0.761051252,-1.098818173,-0.999161692,-1.371721698,-1.057324962,-1.161752652,-0.854872591,-0.850321108
-0.959684164,-1.573581498,-1.174622236,-1.671903187,-1.89940252,-1.54107226,-1.456255781,-1.751761419,-0.972298741,-1.1302254,-1.194479017,-1.436737703,-1.828524357,-1.720809193,-1.404901744,-1.782763731,-1.144322706,-1.414876248,-1.331833659,-1.325459068,-1.153164784,-1.432310475,-1.477391336,-1.522883284,-1.920091031,-1.428398594,-1.220722645,-0.944196126,-1.924552925,-1.125244734,-1.640719477,-1.600207622,-1.571160718,-1.498667615,-1.845629671,-1.729372434,-1.594540706,-0.922993369,-1.766631617,-1.146694449,-1.53191442,-1.11996261,-1.493821305,-1.879496413,-1.414876248,-1.550361197,-2.001784652,-1.211881926,-1.264474533,-1.758322427,-1.605926397,-1.851453333,-1.796717886,-1.855370942,-1.057324962,-1.516190561,-1.095288241,-1.204949618,-1.188401489,-1.42015765,-1.818328843,-1.432310475,-1.267609105,-1.7750646,-1.51452795,-1.53191442,-1.465454248,-1.350414216,-1.732518018,-1.674040715,-1.561568496,-1.911280224
3.807687938,2.689594983,3.16647362,3.526672849,2.127425245,2.689594983,3.224381904,3.526672849,3.224381904,2.731104477,3.224381904,3.389046703,2.683107652,3.037609667,2.676731313,2.522796162,3.003929536,3.526672849,3.526672849,3.295660808,2.567622325,2.549073485,3.807687938,2.549073485,3.295660808,3.807687938,3.526672849,3.037609667,3.526672849,2.794993945,3.526672849,2.341289068,3.295660808,3.389046703,2.412334072,2.125738509,2.387293662,2.381261232,2.514411247,3.526672849,3.295660808,3.037609667,2.289975722,2.74605302,2.498153298,3.295660808,2.689594983,2.289975722,2.139405257,2.438985152,2.271034309,3.003929536,2.664295885,1.780185617,2.629279516,3.037609667,3.807687938,2.30977621,2.540118294,2.231171072,3.16647362,2.445926897,3.526672849,3.003929536,2.460174681,2.522796162,2.498153298,3.11756171,2.125738509,3.003929536,2.514411247,2.607609575
-0.257197607,-0.417966809,-0.328411373,-0.171009138,-0.750757803,0.106386587,-0.137560544,-0.498830607,-2.341289068,-2.184901652,-0.538248665,-0.465652244,-0.978238791,-0.424113999,-0.130996838,-0.725135944,-0.405528501,-0.209320122,-0.182974091,-0.076020937,-1.033040224,-0.680571735,-0.367449478,-0.535203034,-0.728570297,-1.115038841,-0.895614498,-0.996269763,-0.217053511,-0.493065064,-0.765992541,-0.561150553,-0.246853322,-1.034840421,-0.554372579,-0.388408758,0.017405578,-0.317668472,-0.919499823,-0.168690467,-0.316744092,0.414132835,-0.470556276,-0.795320195,-0.613377324,-0.525086479,-0.487315864,-0.440715086,-0.332496134,-0.722394609,-0.251386972,-0.336958576,-0.866073763,-0.55765567,-0.541095766,-0.205907054,-0.20860138,-0.219033888,-0.170117233,-0.698858921,0.15533081,-0.786427056,-0.598170056,-0.721253987,-0.339937264,-0.060161596,-0.487513844,-1.083513761,-0.908023322,-1.047536921,-0.48276759,-0.474094193
0.641849843,0.046605202,-0.19048778,0.177077738,0.073552774,0.289317611,-0.3636904,0.468789527,-1.768308174,-1.437231359,-0.026197948,-0.646609518,-0.16494683,-0.04871726,0.257015895,-0.05681558,-0.151417337,-0.187982043,-0.504013845,-0.31175709,-0.207882746,-0.00105483,0.466240134,0.130110289,0.045197279,0.113107544,-0.244135571,0.154797016,0.103204671,-0.255562497,-0.001933857,0.308805492,0.085721924,-0.120187766,0.337144656,0.01424069,0.387840083,0.300886307,-0.090310598,0.165481492,-0.174935146,0.285470044,0.055583,-0.815257458,-0.004219334,0.444593105,-0.388598344,-0.026725547,0.115938933,0.254291217,-0.241781646,-0.06826534,0.292435446,-0.052413891,0.436263539,0.498034377,0.366321212,-0.319888095,-0.381025702,0.149283696,0.539468316,0.119833615,-0.154797016,-0.60617865,0.34590373,0.241962669,0.181365373,0.174042637,-0.048013217,-0.177434916,0.42738621,0.140400724
-1.203860326,-0.855379404,-0.636673998,-1.446177699,-0.995981028,-0.867865792,-0.443429,-0.695944257,-0.648343942,-0.648343942,-1.317042499,-1.212615036,-1.269574554,-0.898769546,-0.680350132,-1.45676358,-0.774507146,-0.69818578,-1.042983154,-1.002643076,-0.606389926,-1.04147003,-0.534188927,-1.020235518,-1.25514456,-0.7871458,-0.308436732,-0.277239389,-0.946394798,-0.874031175,-1.259795838,-0.75893924,-1.022012163,-0.860459682,-1.320818379,-1.230783888,-1.170078398,-0.655301258,-1.481593122,-0.797734553,-0.878677101,-0.849816475,-0.882303751,-1.244395858,-1.046320462,-0.621460714,-0.871972365,-0.806465052,-0.830797898,-1.281072145,-1.10884061,-1.344747805,-0.933814138,-1.168685145,-0.878677101,-0.898769546,-0.832785643,-0.855886437,-0.948046809,-1.004097244,-0.992235004,-0.847044852,-0.801364837,-1.220722645,-0.871201264,-0.603856395,-1.020531402,-1.091134021,-0.863008165,-0.683233589,-0.849059931,-0.994826919
-0.741237275,-0.383105983,-0.349078417,-0.708090523,-0.803548084,-0.496045183,-0.934902231,-0.369519183,-0.353566334,0.129578409,-0.634307431,0.01177921,-1.000320806,-0.527913658,-0.407628988,-0.611044879,-0.4271936,-0.432399647,-0.192278323,0.003516108,-0.426038277,-0.714656775,-0.331381561,-0.732243105,-0.299782814,-0.097197208,-0.762696279,-0.391823451,-0.594599678,-0.352069575,-0.233101714,-0.469574568,-0.437423976,-0.103381416,-0.490287565,-0.722394609,-0.318778087,-0.325629451,-0.777595684,-0.665797178,-0.558477381,-0.314341967,-0.288401138,-0.513017038,-0.46898576,-0.501420542,-0.450811902,-0.283090337,-0.740080835,-0.808657289,-0.218313652,-0.570228196,-0.765521137,-0.815993002,0.040446184,-0.347957539,-0.046957197,-0.779738254,-0.452174582,-0.568367603,-0.196398924,-0.412983831,-0.436650286,-0.50341509,-0.628513577,-0.626159165,-0.348144322,-0.518640038,-0.394482485,-0.249935646,-0.543947259,-0.600694919
-1.190898674,-0.16494683,-0.655083363,-1.750946576,-0.742857958,-1.156932935,-1.244395858,-1.016102484,-2.973346746,-2.043940137,-1.51066472,-1.515081688,-1.071263294,-0.583099883,-0.917087773,-1.368127187,-0.593970398,-1.146694449,-1.322081199,-0.807438901,-1.040563299,-1.4446786,-1.171124831,-1.133227305,-1.259795838,-0.991085179,-1.269181072,-1.11177129,-0.966673273,-0.098787068,-1.295178088,-1.36099072,-0.951635074,-1.145677199,-0.992522665,-1.283071676,-1.122269687,-0.752856784,-1.336542982,-0.895614498,-1.284675002,-1.233036704,-1.29031282,-1.197714469,-0.87506197,-1.269181072,-1.258630465,-1.05272426,-1.107216562,-1.2122484,-1.166946762,-1.074702229,-1.430351798,-1.343879874,-0.480595859,-1.295584912,-0.948046809,0.130996838,-1.5766205,-0.763401922,-0.770952603,-1.19555611,-0.860968931,-1.413442694,-1.340850057,-1.407263942,-1.387660115,-1.612988118,-1.141282747,-0.944745366,-1.030944216,-1.459818293
-0.542928362,0.454707506,-0.293536536,-0.211117451,-0.024966909,-0.607446713,-0.412983831,0.021274015,-3.389046703,-2.623745593,-1.343012953,-0.92595827,-0.16494683,-0.054878706,0.084133962,-0.100023799,-0.201958072,-0.161561722,-0.139158007,-0.296841947,-0.530542678,0.219934343,0.204650214,0.091193251,-0.062979814,-0.060866105,-0.45685303,-0.550277097,-0.332681936,0.738694412,-0.266112074,-0.428349494,-0.009141989,0.063155969,0.015471461,-0.495647579,0.141998821,0.260469897,-0.423537023,-0.312126231,-0.103911672,0.276874021,-0.173507198,-0.58476776,-0.090487123,0.046253213,0.078136875,-0.265747809,-0.410687457,0.002109662,-0.285103831,-0.157288435,-0.592083969,-0.490287565,-0.119656545,-0.266658538,-0.44595199,-0.219033888,-1.161062469,-0.060689975,-0.433944426,0.111161492,-0.118948302,-0.415090756,-0.051533678,-0.682567673,-0.043613473,-0.105679403,0.135431139,0.059104888,-0.132060832,0.157822438
-1.047536921,-0.833034342,-0.845787172,-0.508010178,-1.160028231,-0.973709923,-1.175323444,-0.972862981,-1.414876248,-1.249368378,-1.48370386,-1.079727124,-0.964991588,-0.959405575,-0.628513577,-1.214083215,-1.001771592,-0.94447071,-0.546599039,-0.756128477,-1.018757437,-1.185201672,-0.831542917,-0.50421347,-0.899823219,-0.877126355,-0.206804996,-0.683011583,-0.759642867,-1.303766853,-0.498034377,-1.22666987,-0.677472321,-0.972016738,-0.90035043,-1.109165771,-0.947771294,-0.964711573,-1.250520278,-1.036343151,-0.835025796,-0.883601799,-1.1517986,-0.689017626,-0.998293237,-0.881784948,-1.132893256,-0.844530829,-1.144999689,-1.157276309,-1.175674264,-1.009057378,-1.240591678,-1.103330712,-1.057324962,-0.363878231,-1.017871655,-0.975123045,-0.928931333,-0.890114506,-0.762226061,-0.786427056,-0.72742456,-1.061330417,-0.92595827,-1.10107164,-1.030047313,-1.239075022,-0.651818656,-1.043589073,-0.765992541,-1.005262109
-0.531149895,-1.247452219,-1.091134021,-0.641201924,-1.028554311,-1.034239983,-1.37533402,-1.397861773,-1.556825787,-1.159339427,-0.379135967,-1.033340024,-1.378964378,-1.195196925,-1.144661132,-1.403017614,-1.367231316,-0.75917374,-0.557450301,-0.836272138,-1.08858691,-1.284273861,-0.880488978,-0.93164126,-1.318718347,-0.512816517,-0.800153571,-1.378964378,-0.91174667,-0.987929896,-1.523444098,-1.113730394,-0.882303751,-1.136574777,-1.25167384,-0.922724235,-1.028255986,-1.212981836,-1.302533998,-0.748894815,-1.021715831,-1.049669463,-1.141282747,-0.964431633,-1.204223264,-1.141619999,-1.088904912,-0.981364062,-0.967795916,-1.136910225,-0.973992392,-0.892992085,-1.147033797,-1.08193411,-1.057324962,-0.914146939,-0.796526794,-1.224806707,-1.135569199,-1.260184677,-1.053642616,-1.347793572,-1.151116313,-1.217396222,-1.223319233,-1.034840421,-1.319137888,-1.595167837,-1.003806241,-1.174622236,-1.27154492,-0.965832089
